code,label,subcategory,feedback,criticality,organization,question,row_index
ss,Staff,Staff: General,Staff great. ,3,Trust A,Trust A - Q2,1509
sa,Staff,Attitude Of Staff,"All the staff are very caring, they always do their upmost to help.  I would always give them 10/10 for care and support. ",4,Trust A,Trust A - Q2,1510
cm,Care received,Medication ,When I was recalled my meds were confirmed pretty quick.  The nurses have done a goo job during the lockdown started in March 2020.,3,Trust A,Trust A - Q2,1511
xe,Miscellaneous,Everything was good/bad,All your service. ,4,Trust A,Trust A - Q2,1512
cc,Care received,Care received,"I have been treated well and looked after when I've needed care.  
Overall it's been positive. ",3,Trust A,Trust A - Q2,1513
sa,Staff,Attitude Of Staff,Always friendly and helpful. ,3,Trust A,Trust A - Q2,1514
ss,Staff,Staff: General,"Elizabeth, Suze, Shirly. Louise, Jacob and Chris are supportive as are others e.g. Hayley. 
Psychologist Katherine is also brilliant and helpful.  
Podiatrists were kind, but I forgot to pick my files up they were left behind. Mental Health are good. ",4,Trust A,Trust A - Q2,1515
ml,Communication,Listening,I felt listened too and understood. ,3,Trust A,Trust A - Q2,1516
ss,Staff,Staff: General,"My CPN delivers a good service. 
Reassurance and give me time. ",3,Trust A,Trust A - Q2,1517
cc,Care received,Care received,Helped us understand. ,2,Trust A,Trust A - Q2,1518
cr,Care received,Rules/approach to care,My plan was person centred and I felt listened too.,3,Trust A,Trust A - Q2,1519
cs,Care received,Advice and support,"Friendly atmosphere, informative, supportive, life changing skills.",3,Trust A,Trust A - Q2,1520
xe,Miscellaneous,Everything was good/bad,"Everything, cannot be better. Thank you. ",4,Trust A,Trust A - Q2,1521
cc,Care received,Care received,Regular visits and taking the time to listen to my concern's. ,3,Trust A,Trust A - Q2,1522
sa,Staff,Attitude Of Staff,"Very kind lady, Andrea. ",3,Trust A,Trust A - Q2,1523
aa,Access,General,Always someone immediately answering phone and passing on messages. ,3,Trust A,Trust A - Q2,1524
xe,Miscellaneous,Everything was good/bad,"Everything. Friendly, efficient, helpful & caring. ",4,Trust A,Trust A - Q2,1525
ml,Communication,Listening,"From start to finish the service was superb.  Sam really listened and took on board our concerns and worries.  The process from initial appointment through to diagnosis, then discharge was timely and sensitively managed.  We are so grateful for everything. ",4,Trust A,Trust A - Q2,1526
cc,Care received,Care received,Staff doing my hair. ,1,Trust A,Trust A - Q2,1527
cc,Care received,Care received,This is the first time I have used this service and I believe that I received the right treatment at the first time.,3,Trust A,Trust A - Q2,1528
sa,Staff,Attitude Of Staff,"Staff are always friendly and approachable 
Staff are kind
Sensory items are allowed in bedrooms for individual needs 
We can personalise our bedrooms. ",3,Trust A,Trust A - Q2,1529
cc,Care received,Care received,Visit to my house every week. ,2,Trust A,Trust A - Q2,1530
sa,Staff,Attitude Of Staff,"The staff were so friendly and helpful. 
I had felt at ease throughout my stay.",4,Trust A,Trust A - Q2,1531
sa,Staff,Attitude Of Staff,Staff are friendly and eager to help in whatever way they can. ,3,Trust A,Trust A - Q2,1532
cs,Care received,Advice and support,"When I ??? for advice, Sarah got back to me immediately and gave me reliable advice, which helped the person I was enquiring about. Always reliable and helpful.",3,Trust A,Trust A - Q2,1533
ca,Care received,Activities,Lots of opportunities on Cherry Ward in Highbury Hospital to stimulate mind and body and to stop me feeling sorry for myself.,3,Trust A,Trust A - Q2,1534
ss,Staff,Staff: General,"The help I got from Catherine was a really big help.  The way I was thinking, Catherine helped to change to a more positive way, I cannot thank Catherine enough for all the help she gave to me. ",4,Trust A,Trust A - Q2,1535
al,Access,Location,Being at home and Linda visiting. ,3,Trust A,Trust A - Q2,1536
ss,Staff,Staff: General,"Nursing support.  Whole team.  Lynda CPN has been most excellent, supportive, empathic, caring and considerate.  A hugh thankyou.",4,Trust A,Trust A - Q2,1537
cc,Care received,Care received,I would like to thanks Mrs Watson-O'Neil for all her help and understanding. Very much appreciated. ,3,Trust A,Trust A - Q2,1538
cs,Care received,Advice and support,The support we received from our CPN Linda has made all the difference to my wife's well-being and the only support I received as her carer.,4,Trust A,Trust A - Q2,1539
ss,Staff,Staff: General,"Linda, I found very easy to talk too.",3,Trust A,Trust A - Q2,1540
sa,Staff,Attitude Of Staff,Trevor & Dr Fred very caring and supportive. ,3,Trust A,Trust A - Q2,1541
cc,Care received,Care received,"My comments relate to my care at Millbrook Kings Ley ward and with the IRIS team. It was excellent in all respects. 
Not so at Highbury Cherry ward, a complaint is being investigated. One problem I had at Kingsley & Cherry was related to food.  As a diabetic the high carb food was a disaster, Kingsley acknowledged it but Highbury didn't.",4,Trust A,Trust A - Q2,1542
sa,Staff,Attitude Of Staff,"Staff are cheerful and check on you frequently to see if you are OK.  Even if I was fed up, staff didn't take it personally.  Very good environment. Great food & choice.....but to much!",3,Trust A,Trust A - Q2,1543
sa,Staff,Attitude Of Staff,Staff were polite - attentive.  Staff were trustworthy. ,3,Trust A,Trust A - Q2,1544
cc,Care received,Care received,"All very well. Been very good. I couldn't of managed on my own, having the service helped me come to terms with things. ",3,Trust A,Trust A - Q2,1545
mm,Communication,Communication,Talking. ,2,Trust A,Trust A - Q2,1546
cc,Care received,Care received,Satisfactory.,2,Trust A,Trust A - Q2,1547
cf,Care received,Carer support,Food service. ,1,Trust A,Trust A - Q2,1548
sa,Staff,Attitude Of Staff,Ward staff are kind and approachable. ,3,Trust A,Trust A - Q2,1549
cr,Care received,Rules/approach to care,Some staff give you space to work through a bad episode. ,3,Trust A,Trust A - Q2,1550
cc,Care received,Care received,"Education service is good. 
Chaplaincy service is good. 
TED services - located on the ward during COVID 19 - kept us busy. 
",2,Trust A,Trust A - Q2,1551
ml,Communication,Listening,I felt listened to & heard & that helped a lot.  The handouts & extra information in emails helped too. ,3,Trust A,Trust A - Q2,1552
sa,Staff,Attitude Of Staff,"Compassion, communication, practical help, signposting to other services.  Helping me as the carer, offering support for me when I was stressed. ",3,Trust A,Trust A - Q2,1553
dd,Dignity,Dignity: General,Was dealt with compassion and with respect. ,3,Trust A,Trust A - Q2,1554
mi,Communication,Amount/clarity of information,"I found the resources, handed to me by occupational therapy, to be of great benefit to find out how to plan my steps ahead. ",3,Trust A,Trust A - Q2,1555
cc,Care received,Care received,The whole experience is brilliant and the staff give the care package with diligence and compassion.,4,Trust A,Trust A - Q2,1556
ss,Staff,Staff: General,Staff still doing their job through lock down. ,3,Trust A,Trust A - Q2,1557
cc,Care received,Care received,The structure,1,Trust A,Trust A - Q2,1558
xn,Couldn't be improved,Nothing to improve,Nothing,3,Trust A,Trust A - Q2,1559
ss,Staff,Staff: General,"Good staff. 
Good food. ",2,Trust A,Trust A - Q2,1560
ss,Staff,Staff: General,"TED, TIWs, nursing staff & health centre try their best to care for you and work with you fairly. ",3,Trust A,Trust A - Q2,1561
ca,Care received,Activities,Offer loads of different activities & great support. ,3,Trust A,Trust A - Q2,1562
ee,Environment/ facilities,Environment/ facilities,Meeting other people. ,2,Trust A,Trust A - Q2,1563
ss,Staff,Staff: General,Staff.  Helping. ,2,Trust A,Trust A - Q2,1564
cs,Care received,Advice and support,"Best advice ever given to us "" getting back to his normal self"" information thorough gave clear and helpful advice.",3,Trust A,Trust A - Q2,1565
cc,Care received,Care received,"All aspects we needed.
Service was first class.",3,Trust A,Trust A - Q2,1566
mm,Communication,Communication,Clear communication and holistic assessment.  All concerns met/discussed and addressed.  Thank you Steve.,3,Trust A,Trust A - Q2,1567
sp,Staff,Professionalism/Competence Of Staff,Very pleasant and very professional.  Explained everything step by step.,3,Trust A,Trust A - Q2,1568
xe,Miscellaneous,Everything was good/bad,"More or less everything, from the start to me coming out of the room was quite good.  Was treated very well in all respects.",4,Trust A,Trust A - Q2,1569
sa,Staff,Attitude Of Staff,"Very friendly, excellent care.",4,Trust A,Trust A - Q2,1570
ss,Staff,Staff: General,"First class treatment from all members of staff, from reception to nursing staff who have been outstanding.  Thank you all. ",4,Trust A,Trust A - Q2,1571
mm,Communication,Communication,People understand the questions I ask. ,2,Trust A,Trust A - Q2,1572
ca,Care received,Activities,"Lots of activities. 
Staff care for you. ",3,Trust A,Trust A - Q2,1573
ce,Care received,Emotional care,"When I lost my father, staff was supportive, cope with things better. ",3,Trust A,Trust A - Q2,1574
ss,Staff,Staff: General,Named nurse.  Day care team on Newmarket. ,2,Trust A,Trust A - Q2,1575
cc,Care received,Care received,The treatment. ,2,Trust A,Trust A - Q2,1576
cc,Care received,Care received,The way I am carer for and listening to me. ,3,Trust A,Trust A - Q2,1577
ml,Communication,Listening,The services I have received of late have been much improved.  At last I am being listened to. ,2,Trust A,Trust A - Q2,1578
ml,Communication,Listening,Time to reflect.  Being listened to.  Seeing genuine change. TEAM WORK!,3,Trust A,Trust A - Q2,1579
xe,Miscellaneous,Everything was good/bad,All goo in general. ,3,Trust A,Trust A - Q2,1580
ca,Care received,Activities,Riding bikes. ,2,Trust A,Trust A - Q2,1581
ss,Staff,Staff: General,Staff try their best in trying patient live better in this pandemic. ,3,Trust A,Trust A - Q2,1582
mi,Communication,Amount/clarity of information,"Information given, staff communication.",2,Trust A,Trust A - Q2,1583
da,Dignity,Respect For Diversity/ Person-Centeredness,Gouranga. Harre Krishna,1,Trust A,Trust A - Q2,1584
dp,Dignity,Involvement: Of Service Users/Patients,I am involved properly in my treatment and with any plans for my treatment. ,3,Trust A,Trust A - Q2,1585
sa,Staff,Attitude Of Staff,Staff attituded toward any service i good and equal. ,3,Trust A,Trust A - Q2,1586
cs,Care received,Advice and support,Help I get for my needs into insight/experience of mental health.  helping me to cope with my illness. ,3,Trust A,Trust A - Q2,1587
xn,Couldn't be improved,Nothing to improve,"Don't know, probably nothing. ",3,Trust A,Trust A - Q2,1588
ss,Staff,Staff: General,Staff were generally helpful ,2,Trust A,Trust A - Q2,1589
cc,Care received,Care received,Just good. ,3,Trust A,Trust A - Q2,1590
ap,Access,Provision of services,"The change of normal routine e.g. smoking, prison, no education.
Finding education avenues and getting skills (life skills) and better ways of coping. ",3,Trust A,Trust A - Q2,1591
cc,Care received,Care received,The whole experience of entering the Mental Health services. ,3,Trust A,Trust A - Q2,1592
ca,Care received,Activities,"Learning and taking part in cooking skills and gardening skills and woodwork sills and  learning psychology sills and learning and taking part in keeping fit.  Fit sill and keeping fit and health skills, eating healthy. ",3,Trust A,Trust A - Q2,1593
xe,Miscellaneous,Everything was good/bad,"Everything was good, understanding was good too. ",4,Trust A,Trust A - Q2,1594
cc,Care received,Care received,Looked after really well and cared for at difficult times. ,4,Trust A,Trust A - Q2,1595
tx,Transition/coordination,Transition And Discharge,Moved to a pre discharge ward. ,2,Trust A,Trust A - Q2,1596
cc,Care received,Care received,The psychology department has worked really hard on the PS service to keep business as usual.  Well done!,3,Trust A,Trust A - Q2,1597
ss,Staff,Staff: General,"This year as been hard because of the lockdown but the TED staff have been helpful and we have had a new member of staff join the wad, as a ward activity co-ordinator and she has done plenty to keep ware calm and busy doing games. ",3,Trust A,Trust A - Q2,1598
ss,Staff,Staff: General,"The OT, plus ward co-Ordinator helping offer activities. ",3,Trust A,Trust A - Q2,1599
cc,Care received,Care received,Looked after and carer for well. ,3,Trust A,Trust A - Q2,1600
ct,Care received,Therapies,"Animals at my hatch whilst in seg. 
OT sessions.
Named nurse session get your point across. ",3,Trust A,Trust A - Q2,1601
ca,Care received,Activities,"Take us on activities, even when its hare with COVID.",3,Trust A,Trust A - Q2,1602
cs,Care received,Advice and support,Staff helping me through my operation. ,3,Trust A,Trust A - Q2,1603
ss,Staff,Staff: General,"Promote Jenna and Olivia because they are great and Kev. 
They are very good at keeping us all busy (Jenna and Olivia) lots of activities. ",3,Trust A,Trust A - Q2,1604
cs,Care received,Advice and support,"Since I've been here I have had good help and support from ward staff, ward activity co-ordinator, plus TED staff, plus they have supported me through the coronavirus days. ",3,Trust A,Trust A - Q2,1605
cc,Care received,Care received,Keeps me occupied. ,2,Trust A,Trust A - Q2,1606
ml,Communication,Listening,I felt involved and listened too. ,3,Trust A,Trust A - Q2,1607
ce,Care received,Emotional care,"Occupy my mind, able to talk about problems and how feelings.  Felt supported. ",3,Trust A,Trust A - Q2,1608
sa,Staff,Attitude Of Staff,Care and compassion during this current pandemic. ,3,Trust A,Trust A - Q2,1609
ss,Staff,Staff: General,Certain staff members. ,2,Trust A,Trust A - Q2,1610
cc,Care received,Care received,I feels I have got out of Rampton what I need and would recommend to family and friends.  The quality of the services is superb. 98% good. ,4,Trust A,Trust A - Q2,1611
cc,Care received,Care received,Help keep a healthy mind & body.,3,Trust A,Trust A - Q2,1612
ss,Staff,Staff: General,"Staff are polite, helpful, respectful and compassionate. ",3,Trust A,Trust A - Q2,1613
ca,Care received,Activities,Activities. ,2,Trust A,Trust A - Q2,1614
cc,Care received,Care received,They never give up and always come around and ask me to do stuff.  They are good at keeping me busy and motivated.,3,Trust A,Trust A - Q2,1615
ef,Environment/ facilities,Food,"Nice food.
Activity co-ordinators. 
Staff are proactive. ",3,Trust A,Trust A - Q2,1616
ca,Care received,Activities,"It's good that staff have been coming onto wards to do activities since things have been shut. 
The bikes. ",3,Trust A,Trust A - Q2,1617
ca,Care received,Activities,Varied of activities. ,2,Trust A,Trust A - Q2,1618
cc,Care received,Care received,Caring staff look after me. ,3,Trust A,Trust A - Q2,1619
mm,Communication,Communication,I am a deaf patients and I get a lot of help with my communication.  It is hard to tell when I am feeling unwell. ,3,Trust A,Trust A - Q2,1620
ml,Communication,Listening,I feel I am listened to by the nursing staff.   ,3,Trust A,Trust A - Q2,1621
cc,Care received,Care received,I like it at the DRC.  ,2,Trust A,Trust A - Q2,1622
sa,Staff,Attitude Of Staff,"Only some staff are kind to me & treated me well. 
They do try their best. ",3,Trust A,Trust A - Q2,1623
cc,Care received,Care received,The ward staff try to keep us busy but it gets to much sometimes. ,2,Trust A,Trust A - Q2,1624
ml,Communication,Listening,"Staff listen to us, my care is good.  Activities are good.",3,Trust A,Trust A - Q2,1625
cc,Care received,Care received,"Seeing DRC staff again. 
A patient coming to see me on my ??? & making me feel welcome & comfortable. ",2,Trust A,Trust A - Q2,1626
cs,Care received,Advice and support,"Since I have been here, I have had a lot of staff help & support me.  The main 2 staff are Kirsty & Chole, Chole has left now, I like it her because if I wasn’t, I could still be in & out of seclusion.",3,Trust A,Trust A - Q2,1627
ca,Care received,Activities,"Keep us busy with activities, nurse led care about well-being hospital makes us feel better to move us on!",3,Trust A,Trust A - Q2,1628
sa,Staff,Attitude Of Staff,Some staff care. ,2,Trust A,Trust A - Q2,1629
cs,Care received,Advice and support,The way staff help you when your struggling.,3,Trust A,Trust A - Q2,1630
ca,Care received,Activities,Good at activities.  Good with support with MH IHU.,3,Trust A,Trust A - Q2,1631
cs,Care received,Advice and support,"I felt supported by staff. 
Very healthy and positive environment. ",3,Trust A,Trust A - Q2,1632
cs,Care received,Advice and support,Kerry Anne has been very helpful in sorting out my movies.  Heidi has been very good sorting out my property.,3,Trust A,Trust A - Q2,1633
ml,Communication,Listening,"Listen.  
Staff communication with each other was excellent, it gave me a much better experience this time.  The lady who did the injections and nerve block was fantastic
thank you.",3,Trust A,Trust A - Q2,1634
ml,Communication,Listening,"I saw Natasha at the QMC. She listened carefully and was sympathetic towards my condition. At every step, she provided advice on ways to improve my health and condition and how I felt in taking up the necessary steps. I didn't feel rushed as the appointment time with Natasha ran over the allotted time given. ",4,Trust A,Trust A - Q2,1635
xm,Miscellaneous,Miscellaneous,Thank you,2,Trust A,Trust A - Q2,1636
cs,Care received,Advice and support,They were all very helpful and made me feel safe in these COVID times.,4,Trust A,Trust A - Q2,1637
ef,Environment/ facilities,Food,More biscuits.,1,Trust A,Trust A - Q2,1638
ss,Staff,Staff: General,Stuart was brilliant.,4,Trust A,Trust A - Q2,1639
ss,Staff,Staff: General,Dr Scofield was excellent in all ways throughout.,4,Trust A,Trust A - Q2,1640
sp,Staff,Professionalism/Competence Of Staff,I see Natasha and she is very professional and I feel that she knows and understands me. Natasha can see warning signs before I can and it is great to have that support. Thank you for the support from the team.,4,Trust A,Trust A - Q2,1641
ss,Staff,Staff: General,Natasha and Dr Schofield are amazing.,4,Trust A,Trust A - Q2,1642
mm,Communication,Communication,John was very clear with her explanation of my new exercises.,3,Trust A,Trust A - Q2,1643
ml,Communication,Listening,Natasha Such a good listener. Always able to direct therapy where it's needed.,4,Trust A,Trust A - Q2,1644
ss,Staff,Staff: General,"Jen Thompson and Dr Schofield have literally saved my life. From finding the perfect medication and CBT counselling etc, I cannot fault the service they have provided. I firmly believe that without their intervention my life would be very different today in a very bad way. I can't thank them enough!",4,Trust A,Trust A - Q2,1645
cs,Care received,Advice and support,Always feel supported. Mark has been very understanding throughout and also very positive about my situation.,4,Trust A,Trust A - Q2,1646
ss,Staff,Staff: General,Jen Thompson has been brilliant at working with me from the very beginning!!  No other comments but Thank You.,4,Trust A,Trust A - Q2,1647
ss,Staff,Staff: General,Mark and Paul.,2,Trust A,Trust A - Q2,1648
ss,Staff,Staff: General,Angus is great.,3,Trust A,Trust A - Q2,1649
ss,Staff,Staff: General,Everyone has been really good.,3,Trust A,Trust A - Q2,1650
ml,Communication,Listening,They listen to me.,3,Trust A,Trust A - Q2,1651
sa,Staff,Attitude Of Staff,Dr Schofield and Matt very patient and compassionate. ,3,Trust A,Trust A - Q2,1652
dp,Dignity,Involvement: Of Service Users/Patients,Work with patients. Involve them in decision making. Expedite the process of progress and discharge,4,Trust A,Trust A - Q2,1653
ss,Staff,Staff: General,Gavin is doing a great job in looking after my care.,3,Trust A,Trust A - Q2,1654
ss,Staff,Staff: General,Lucy has been amazing and really gone out of her way to help me. It's good that I stayed with Lucy for years throughout being in the service!,4,Trust A,Trust A - Q2,1655
ss,Staff,Staff: General,I feel Chris really understands me and find her really calming and she has given me good advice. I really cannot wait for a place to become,4,Trust A,Trust A - Q2,1656
ss,Staff,Staff: General,"Tom is supportive, understands and wants to help, easy to talk to. Asks all the right questions to help my brain open up. ",4,Trust A,Trust A - Q2,1657
ml,Communication,Listening,"Staff listen, and always accommodating if your needs change. ",3,Trust A,Trust A - Q2,1658
ss,Staff,Staff: General,Lucy and Tom are brilliant. I always want to come to the group because it feels so supportive and safe. Can already see a difference in myself and my rel,3,Trust A,Trust A - Q2,1659
xe,Miscellaneous,Everything was good/bad,"Everything was great, there's nothing I would ask to change that.",3,Trust A,Trust A - Q2,1660
ss,Staff,Staff: General,"I was involved in all aspects of my care by both Dr Schofield and Paul the physio. I have had everything explained to me, I have been involved in all decision making, so feel empowered in my care. Thank you Dr Schofield and Paul.",4,Trust A,Trust A - Q2,1661
ss,Staff,Staff: General,"Dr Chris Scofield, he listened to me, and got things moving.",3,Trust A,Trust A - Q2,1662
cc,Care received,Care received,"Great service, thank you.",3,Trust A,Trust A - Q2,1663
sa,Staff,Attitude Of Staff,"We found Elaine very understanding. She gives good advice, and is a very helpful person.",3,Trust A,Trust A - Q2,1664
mm,Communication,Communication,"Communicate & listen, welcoming & warm personalities",3,Trust A,Trust A - Q2,1665
ml,Communication,Listening,"Being listened to, feeling understood. Nice to talk",3,Trust A,Trust A - Q2,1666
ml,Communication,Listening,I was listened to  about my problems & when I have someone who understands & does not condonw you for what happened,3,Trust A,Trust A - Q2,1667
sa,Staff,Attitude Of Staff,"Majority of staff lovely, approachable & friendly",3,Trust A,Trust A - Q2,1668
sp,Staff,Professionalism/Competence Of Staff,Staff were all really knowledgeable & gave clear advice,4,Trust A,Trust A - Q2,1669
cp,Care received,Physical care,Got my dressings done when needed to ,2,Trust A,Trust A - Q2,1670
ml,Communication,Listening,"Listening to me, caring. Working with me to find the right solution. Been the best, able to talk experience in hospital meeting Jo & Jo. Excellent service. Be proud of your staff.",4,Trust A,Trust A - Q2,1671
sp,Staff,Professionalism/Competence Of Staff,"Explaining, very understanding. Involved me in decisions, very open. Excellent service",4,Trust A,Trust A - Q2,1672
cf,Care received,Carer support,To know that there is support and a real sense of caring and an interest in the patients welfare & health,3,Trust A,Trust A - Q2,1673
sa,Staff,Attitude Of Staff,"Friendliness, courtesy & practical help from Nicki when she visited. Information given to carers clear & useful (from all practitioners)",3,Trust A,Trust A - Q2,1674
ce,Care received,Emotional care,Staff very caring for me,3,Trust A,Trust A - Q2,1675
mi,Communication,Amount/clarity of information,Listening,2,Trust A,Trust A - Q2,1676
ss,Staff,Staff: General,"Juliet is able to show empathy & compassion during visits, to both patient & relatives. She is very clear & concise with recommendations & supportive, not only on home visits but also from afar - ref phone calls etc. The support is definitely appreciated",3,Trust A,Trust A - Q2,1677
ce,Care received,Emotional care,"Telephone/virtual support throughout Covid was excellent. Epilepsy specialist nurse has been very quick, pro-active to adapt medicines/rescue procedures during change in patient's epilepsy",4,Trust A,Trust A - Q2,1678
sa,Staff,Attitude Of Staff,Friendly staff,2,Trust A,Trust A - Q2,1679
sp,Staff,Professionalism/Competence Of Staff,Nurses came to talk to me when I asked them,1,Trust A,Trust A - Q2,1680
ap,Access,Provision of services,"The visiting of the Home Treatment Team and attention, Telephone contact each way was very good & reliable with Paula & her team",3,Trust A,Trust A - Q2,1681
ce,Care received,Emotional care,Made to feel at ease. Explained everything very clearly. Showed a genuine interest in my situation. Felt supported.,3,Trust A,Trust A - Q2,1682
xe,Miscellaneous,Everything was good/bad,Very good,3,Trust A,Trust A - Q2,1683
xe,Miscellaneous,Everything was good/bad,All of your service (despite Covid),3,Trust A,Trust A - Q2,1684
cl,Care received,Made A Difference To My Life,"I came into hospital suicidal, spoke to your team and went home hopeful & still coping and I thank RRLP so much. Listen to me, amazing person, caring, understanding, so gentle, so caring",4,Trust A,Trust A - Q2,1685
sp,Staff,Professionalism/Competence Of Staff,"My CPN Darren is very knowledgeable, but is able to explain things using humour so I can understand situations better ",3,Trust A,Trust A - Q2,1686
ec,Environment/ facilities,Cleanliness,"Supported me very well, even phoned me in hospital",3,Trust A,Trust A - Q2,1687
xe,Miscellaneous,Everything was good/bad,"You are all so lovely and so very helpful. You could do nothing better, you are wonderful.",3,Trust A,Trust A - Q2,1688
cr,Care received,Rules/approach to care,Good service,2,Trust A,Trust A - Q2,1689
mi,Communication,Amount/clarity of information,"Darren, CPN lets me call on his work mobile when I need to talk between appointments",2,Trust A,Trust A - Q2,1690
cr,Care received,Rules/approach to care,"My CPN, Darren, takes me to my General Hospital appts in Doncaster & Sheffield, as I have no family & my PAs aren't able to do it. Hannah is also very good at helping me.",3,Trust A,Trust A - Q2,1691
ap,Access,Provision of services,Regular contact during crisis,3,Trust A,Trust A - Q2,1692
sa,Staff,Attitude Of Staff,"The lady who treated me was kind, poilite & courteous",2,Trust A,Trust A - Q2,1693
mm,Communication,Communication,She explain very well so that I can understand. ,3,Trust A,Trust A - Q2,1694
cc,Care received,Care received,All the service is good.  Physical/mental health & substance misuse. ,4,Trust A,Trust A - Q2,1695
cc,Care received,Care received,Before I was drug now I am methadone so this is good I find it. ,2,Trust A,Trust A - Q2,1696
ml,Communication,Listening,Listening to problem. ,3,Trust A,Trust A - Q2,1697
cs,Care received,Advice and support,Thank you for all the support and for helping me. ,3,Trust A,Trust A - Q2,1698
sa,Staff,Attitude Of Staff,"Friendly, happy staff. ",3,Trust A,Trust A - Q2,1699
ss,Staff,Staff: General,The staff. ,1,Trust A,Trust A - Q2,1700
sa,Staff,Attitude Of Staff,Staff all caring & good service. ,3,Trust A,Trust A - Q2,1701
cf,Care received,Carer support,The glasses and glass of water provided. ,2,Trust A,Trust A - Q2,1702
ss,Staff,Staff: General,"Staff are good, Flav & Lisa. ",3,Trust A,Trust A - Q2,1703
ss,Staff,Staff: General,Stella is a good lady. ,3,Trust A,Trust A - Q2,1704
cc,Care received,Care received,Temp checks. ,1,Trust A,Trust A - Q2,1705
cc,Care received,Care received,Good help received. ,3,Trust A,Trust A - Q2,1706
cl,Care received,Made A Difference To My Life,My CPN became a real life saver for me as she helped me turn my life around. She also helped me understand my thought processes better,4,Trust A,Trust A - Q2,1707
sa,Staff,Attitude Of Staff,Friendly & understanding,3,Trust A,Trust A - Q2,1708
sp,Staff,Professionalism/Competence Of Staff,"Service, IRIS team was faultless. You literally made helping my mum possible by understanding & taking the time to get to know her personality & illness which opened the gate to being able to have carers in. Thank you",3,Trust A,Trust A - Q2,1709
mi,Communication,Amount/clarity of information,"Excellent communication via video link & telephone. Unfortunately, no face-2-face appts at this time ",3,Trust A,Trust A - Q2,1710
sp,Staff,Professionalism/Competence Of Staff,Therapist was excellent,3,Trust A,Trust A - Q2,1711
sp,Staff,Professionalism/Competence Of Staff,"Kirsty was professional throughout, is caring in nature. No pressure to believe I was well when I wasn't. She supported me from beginning-to-middle-to-end. Service was private/confidential as I was also staff, seen in a timely & frequent manner, prescription written instantly. I do believe I got well as quickly and solidly as I did due to Kirsty's service & support.",4,Trust A,Trust A - Q2,1712
cr,Care received,Rules/approach to care,Sorted me out to an extent,2,Trust A,Trust A - Q2,1713
cc,Care received,Care received,I am post liver transplant so I was worried about medication and getting blood tests but since meeting the Healthcare team they have been very helpful & cannot fault the service provided,4,Trust A,Trust A - Q2,1714
cc,Care received,Care received,The whole service & attitude,3,Trust A,Trust A - Q2,1715
sa,Staff,Attitude Of Staff,"Attitude, diagnosis, treatment strategy",3,Trust A,Trust A - Q2,1716
mi,Communication,Amount/clarity of information,The way you would explain to us about our problem we have,3,Trust A,Trust A - Q2,1717
sa,Staff,Attitude Of Staff,Being positive,3,Trust A,Trust A - Q2,1718
cc,Care received,Care received,Best healthcare in all the prisons I have been to. Thank you,3,Trust A,Trust A - Q2,1719
sa,Staff,Attitude Of Staff,Nice staff,1,Trust A,Trust A - Q2,1720
cc,Care received,Care received,"The NHS service was brilliant, they do a good job",4,Trust A,Trust A - Q2,1721
ce,Care received,Emotional care,Relaxed atmosphere,1,Trust A,Trust A - Q2,1722
cc,Care received,Care received,"Service has always been brilliant. Staff always have time for you, they listen & explain things and are very helpful. Best healthcare, I've been in prison for 14 years",4,Trust A,Trust A - Q2,1723
mi,Communication,Amount/clarity of information,"The information I got from Doctor & Nurse, about how I can improve my health issues",2,Trust A,Trust A - Q2,1724
ca,Care received,Activities,"Pool, cards, talking to staff and patients. Food & drink.",3,Trust A,Trust A - Q2,1725
cc,Care received,Care received,Podiatry - brilliant. Rest of service - good,2,Trust A,Trust A - Q2,1726
cc,Care received,Care received,"I have nothing to complain about the service from the Healthcare team, been excellent",3,Trust A,Trust A - Q2,1727
ml,Communication,Listening,Doctor listened to me,2,Trust A,Trust A - Q2,1728
ml,Communication,Listening,Doctor listened & made me feel comfortable,3,Trust A,Trust A - Q2,1729
mi,Communication,Amount/clarity of information,Allowing me to express how I am feeling and the pain in my ankles,2,Trust A,Trust A - Q2,1730
ap,Access,Provision of services,Seeing my nurse when I asked for him,2,Trust A,Trust A - Q2,1731
cc,Care received,Care received,The nurses were all a big help,2,Trust A,Trust A - Q2,1732
cs,Care received,Advice and support,All the help I was given,2,Trust A,Trust A - Q2,1733
sp,Staff,Professionalism/Competence Of Staff,They really helped me,3,Trust A,Trust A - Q2,1734
ca,Care received,Activities,"Distraction packs, weekly visits to my <pack ?>",2,Trust A,Trust A - Q2,1735
ss,Staff,Staff: General,My nurse/worker,2,Trust A,Trust A - Q2,1736
tc,Transition/coordination,Consistency/Continuity of care,Regular updates & visits,2,Trust A,Trust A - Q2,1737
cs,Care received,Advice and support,Community support,1,Trust A,Trust A - Q2,1738
ce,Care received,Emotional care,Helping me address my issues,2,Trust A,Trust A - Q2,1739
ce,Care received,Emotional care,Mental health support has been amazing and possibly life changing,3,Trust A,Trust A - Q2,1740
xe,Miscellaneous,Everything was good/bad,Everything. Very friendly,3,Trust A,Trust A - Q2,1741
sp,Staff,Professionalism/Competence Of Staff,"Pete was so professional, I thought he was a nurse. He told me he wants to be a nurse, I think you should train him",3,Trust A,Trust A - Q2,1742
sa,Staff,Attitude Of Staff,"Nice staff, good advice for illnesses & feeling unwell",2,Trust A,Trust A - Q2,1743
